步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
248,198,江南西人,34,1,0.3,0.3
280,224,富力海珠城A区,34,1,0.3,0.3
311,249,IP Station,34,1,0.3,0.3
302,242,富力海珠城,34,1,0.3,0.3
350,280,润汇广场,34,1,0.3,0.3
388,310,江南新地(江南西路),34,1,0.3,0.3
482,386,摩登百货(海购店),34,0.9,0.3,0.27
643,514,新安购物广场,34,0.9,0.3,0.27
646,517,江南综合商场(玫瑰二街),34,0.9,0.3,0.27
747,598,万国奥特莱斯,34,0.55,0.3,0.165
646,517,蓝天里,34,0.9,0.3,0.27
644,515,海逸购物广场,34,0.9,0.3,0.27
814,651,状元坊(前进路),34,0.55,0.3,0.165
889,711,金谷广场,34,0.25,0.3,0.075
866,693,若比邻社区商业中心(力迅时光里店),34,0.55,0.3,0.165
885,708,南康阁商业城,34,0.25,0.3,0.075
872,698,Mall商场,34,0.25,0.3,0.075
934,747,新一城X-MALL,34,0.25,0.3,0.075
1079,863,必瘦站(广百新一城店),34,0.25,0.3,0.075
911,729,新一城B区,34,0.25,0.3,0.075
870,696,同乐汇,34,0.25,0.3,0.075
1159,927,信和广场,34,0.08,0.3,0.024
1011,809,可逸倾城,34,0.25,0.3,0.075
1141,913,江南坊,34,0.08,0.3,0.024
965,772,君汇天地,34,0.25,0.3,0.075
1195,956,壹加壹超市(田心街店),34,0.08,0.3,0.024
1094,875,孝真e栈(前进店),34,0.08,0.3,0.024
1039,831,益丰广场,34,0.25,0.3,0.075
1169,935,海冠商城,34,0.08,0.3,0.024
1158,926,好百年广场,34,0.08,0.3,0.024
1197,958,江南西恒基商城,34,0.08,0.3,0.024
1165,932,东方汇广场,35,0.08,0.3,0.024
1269,1015,东方汇,35,0.08,0.3,0.024
240,192,乐满多购物商场,37,1,0.3,0.3
511,409,正家购物广场,37,0.9,0.3,0.27
844,675,广州芳村国际商业城,37,0.55,0.3,0.165
1048,838,都市WO家,38,0.25,0.3,0.075
407,326,逸佳商业广场,39,1,0.3,0.3
214,171,文创汇,39,1,0.3,0.3
164,131,丰兴广场,40,1,0.3,0.3
288,230,盛荟,40,1,0.3,0.3
311,249,俊龙商贸,40,1,0.3,0.3
299,239,万鼎外贸城,40,1,0.3,0.3
668,534,石井城市广场,40,0.55,0.3,0.165
629,503,LIQUID CARE,40,0.9,0.3,0.27
721,577,训榕溪店,40,0.55,0.3,0.165
910,728,石井国际,40,0.25,0.3,0.075
1231,985,世界鞋都B栋,40,0.08,0.3,0.024
1002,802,广大商贸城,40,0.25,0.3,0.075
1203,962,广伟商贸城,40,0.08,0.3,0.024
298,238,睿星商业广场,41,1,0.3,0.3
573,458,上胜广场,41,0.9,0.3,0.27
599,479,丰兴商业广场,41,0.9,0.3,0.27
643,514,嘉禾名城,41,0.9,0.3,0.27
695,556,富安广场,41,0.55,0.3,0.165
735,588,嘉禾金铂天地,41,0.55,0.3,0.165
720,576,佳扬商业广场,41,0.55,0.3,0.165
752,602,嘉禾广场,41,0.55,0.3,0.165
759,607,名城商城,41,0.55,0.3,0.165
888,710,嘉鼎广场,41,0.25,0.3,0.075
879,703,广丰商场,41,0.25,0.3,0.075
925,740,永福购物广场,41,0.25,0.3,0.075
1246,997,白云美食购物中心,41,0.08,0.3,0.024
1239,991,嘉大广场,41,0.08,0.3,0.024
1098,878,联兴商贸广场,41,0.08,0.3,0.024
195,156,K99商业广场(装修中),41,1,0.3,0.3
334,267,好万家百货,42,1,0.3,0.3
1305,1044,华隆商贸城,43,1,0.3,0.3
1305,1044,美佳购物广场,43,1,0.3,0.3
686,549,KCity文创生活,44,0.55,0.3,0.165
1016,813,DESSERT SHOP,45,0.25,0.3,0.075
822,658,Cosmo进口生活馆,46,0.55,0.3,0.165
1305,1044,都市WO家,46,0.55,0.3,0.165
259,207,聚源综合商业城,47,1,0.3,0.3
922,738,富华桦盛行(和仕),47,0.25,0.3,0.075
939,751,北区辅料广场,47,0.25,0.3,0.075
1274,1019,壹加壹超市,47,0.08,0.3,0.024
873,698,海珠新都荟,47,0.25,0.3,0.075
1052,842,盈熙广场,47,0.25,0.3,0.075
1088,870,东晓·胜汇里,47,0.08,0.3,0.024
1263,1010,长江(国际)皮草城,47,0.08,0.3,0.024
394,315,南岗新城,48,1,0.3,0.3
462,370,南岗新街市,48,0.9,0.3,0.27
676,541,鸿福门广场,48,0.55,0.3,0.165
334,267,世纪华联购物广场,49,1,0.3,0.3
751,601,优选家,49,0.55,0.3,0.165
818,654,外商·琥珀广场,49,0.55,0.3,0.165
1179,943,若比邻社区商业中心(广州东风广场店),49,0.08,0.3,0.024
1135,908,保利克洛维二期时光汇购物中心,49,0.08,0.3,0.024
1251,1001,中盈广场,49,0.08,0.3,0.024
1107,886,IP Station,49,0.08,0.3,0.024
1233,986,佰盈商业城,49,0.08,0.3,0.024
514,411,上步商贸广场,50,0.9,0.3,0.27
565,452,骏荣商业广场,50,0.9,0.3,0.27
1138,910,OUTLETS,50,0.08,0.3,0.024
771,617,骏富商贸城A区,50,0.55,0.3,0.165
1193,954,怡盛广场,50,0.08,0.3,0.024
867,694,溪雨国际广场,50,0.55,0.3,0.165
840,672,骏富商贸城E区,50,0.55,0.3,0.165
335,268,大井城,51,1,0.3,0.3
395,316,苓苓生活馆,51,1,0.3,0.3
689,551,麒麟广场,51,0.55,0.3,0.165
156,125,尚佳广场,52,1,0.3,0.3
140,112,东粤商业广场,52,1,0.3,0.3
653,522,中仁商业广场,52,0.55,0.3,0.165
725,580,金国广场,52,0.55,0.3,0.165
114,91,百德商业中心,53,1,0.3,0.3
403,322,壹号潮流,53,1,0.3,0.3
437,350,金佳活力城,53,0.9,0.3,0.27
484,387,海狼安心购,53,0.9,0.3,0.27
669,535,禺山广场,53,0.55,0.3,0.165
658,526,禺山购物中心,53,0.55,0.3,0.165
792,634,a0专柜,53,0.55,0.3,0.165
921,737,龙泉大酒店&商城,53,0.25,0.3,0.075
905,724,新力潮荟购物广场,53,0.25,0.3,0.075
971,777,潮荟APMF区,53,0.25,0.3,0.075
984,787,清大至尊,53,0.25,0.3,0.075
1032,826,番山城,53,0.25,0.3,0.075
1042,834,新大新百货(番禺店),53,0.25,0.3,0.075
1015,812,淘宝城C座,53,0.25,0.3,0.075
1109,887,易发商业街,53,0.08,0.3,0.024
1035,828,汇珑新天地,53,0.25,0.3,0.075
1047,838,大同世界广场,53,0.25,0.3,0.075
838,670,淘宝城C座,54,0.55,0.3,0.165
717,574,西门町购物天地,54,0.55,0.3,0.165
1035,828,大同世界广场,54,0.25,0.3,0.075
807,646,金佳活力城,54,0.55,0.3,0.165
891,713,壹号潮流,54,0.25,0.3,0.075
1115,892,西丽汇广场,54,0.08,0.3,0.024
1068,854,西丽汇商业中心,54,0.25,0.3,0.075
1067,854,百德商业中心,54,0.25,0.3,0.075
1216,973,禺山广场,54,0.08,0.3,0.024
1187,950,奥园广场(福德路店),54,0.08,0.3,0.024
553,442,华生百货,55,0.9,0.3,0.27
446,357,人人佳超市,55,0.9,0.3,0.27
748,598,人和大都汇商业广场,55,0.55,0.3,0.165
711,569,商汇人和广场,55,0.55,0.3,0.165
829,663,华通广场,55,0.55,0.3,0.165
1056,845,天虹广场,55,0.25,0.3,0.075
282,226,tittot(广州友谊商店北区),56,1,0.3,0.3
364,291,ec专柜,56,1,0.3,0.3
403,322,广州友谊商店,56,1,0.3,0.3
554,443,丽柏广场,56,0.9,0.3,0.27
515,412,广百百货,56,0.9,0.3,0.27
772,618,LN-WAY专柜,56,0.55,0.3,0.165
918,734,品牌优选荟(新大新百货店),56,0.25,0.3,0.075
1037,830,宜安广场,56,0.25,0.3,0.075
937,750,弟壹集,56,0.25,0.3,0.075
1073,858,悦生活专柜,56,0.25,0.3,0.075
1227,982,寓米先烈南路时代YOU店,56,0.08,0.3,0.024
1222,978,XoverPary,56,0.08,0.3,0.024
362,290,四季天地,57,1,0.3,0.3
358,286,YSHS,57,1,0.3,0.3
683,546,纵横广场,57,0.55,0.3,0.165
694,555,新港商业城,57,0.55,0.3,0.165
1058,846,卡西雅,57,0.25,0.3,0.075
1221,977,珠影·星光城,57,0.08,0.3,0.024
1076,861,汇礼轩,57,0.25,0.3,0.075
1083,866,丽影广场C区,57,0.25,0.3,0.075
1220,976,影城花园综合商场,57,0.08,0.3,0.024
646,517,东方商场(流花路),58,0.9,0.3,0.27
964,771,以太广场,58,0.25,0.3,0.075
1131,905,RURUSKA,58,0.08,0.3,0.024
368,294,上步商贸广场,59,1,0.3,0.3
416,333,OUTLETS,59,1,0.3,0.3
1046,837,怡盛广场,59,0.25,0.3,0.075
813,650,骏荣商业广场,59,0.55,0.3,0.165
1253,1002,康乃馨商贸城,59,0.08,0.3,0.024
1048,838,骏富商贸城E区,59,0.25,0.3,0.075
979,783,骏富商贸城A区,59,0.25,0.3,0.075
1113,890,溪雨国际广场,59,0.08,0.3,0.024
121,97,骏业百货(萝塱路),62,1,0.3,0.3
227,182,得晖广场,62,1,0.3,0.3
706,565,飞晟汇,62,0.55,0.3,0.165
1055,844,萝岗奥园广场,62,0.25,0.3,0.075
975,780,香雪城,62,0.25,0.3,0.075
48,38,佳恩百货(元岗街店),63,1,0.3,0.3
548,438,广州国际农资商品交易城,63,0.9,0.3,0.27
840,672,天河慧通产业广场A3号楼,63,0.55,0.3,0.165
1093,874,优托邦驿站,63,0.08,0.3,0.024
1145,916,21世纪卡通城(优托邦驿站·长兴店东区),63,0.08,0.3,0.024
1007,806,元岗商业广场,63,0.25,0.3,0.075
1222,978,天河里滨河街区,63,0.08,0.3,0.024
554,443,MEIFUBAO(大润发店),65,0.9,0.3,0.27
605,484,南华商贸城,65,0.9,0.3,0.27
1009,807,大同世界广场,65,0.25,0.3,0.075
1119,895,淘宝城C座,65,0.08,0.3,0.024
1170,936,西门町购物天地,65,0.08,0.3,0.024
56,45,太平架商业广场,67,1,0.3,0.3
136,109,天平商业广场,67,1,0.3,0.3
823,658,eHi(城光大厦店),67,0.55,0.3,0.165
1238,990,百盛新街市,67,0.08,0.3,0.024
342,274,88潮牌·广州风尚店,68,1,0.3,0.3
577,462,os.向日葵,68,0.9,0.3,0.27
625,500,江夏新天地,68,0.9,0.3,0.27
1230,984,百信广场,69,0.08,0.3,0.024
1302,1042,时尚太阳城,69,0.08,0.3,0.024
1273,1018,太阳广场,69,0.08,0.3,0.024
302,242,家沃商业广场,70,1,0.3,0.3
645,516,VIOLA,70,0.9,0.3,0.27
1003,802,嘉鼎广场,70,0.25,0.3,0.075
929,743,名城商城,70,0.25,0.3,0.075
796,637,永福购物广场,70,0.55,0.3,0.165
851,681,广丰商场,70,0.55,0.3,0.165
992,794,联兴商贸广场,70,0.25,0.3,0.075
1029,823,嘉禾名城,70,0.25,0.3,0.075
1026,821,嘉禾广场,70,0.25,0.3,0.075
983,786,佳扬商业广场,70,0.25,0.3,0.075
1094,875,丰兴商业广场,70,0.08,0.3,0.024
365,292,德国美诺Miele天汇广场igc授权体验店,71,1,0.3,0.3
365,292,IGC天汇广场,71,1,0.3,0.3
422,338,珠江道,71,1,0.3,0.3
440,352,优托邦东翼商场,71,0.9,0.3,0.27
581,465,优托邦西翼商场,71,0.9,0.3,0.27
590,472,MeiMeiKeTing客厅,71,0.9,0.3,0.27
998,798,高德置地广场·冬,71,0.25,0.3,0.075
1107,886,广州K11购物艺术中心,71,0.08,0.3,0.024
1211,969,高德置地广场·秋,71,0.08,0.3,0.024
1228,982,jumeirah,71,0.08,0.3,0.024
1033,826,玫零之家,72,0.25,0.3,0.075
461,369,博兴购物广场,72,0.9,0.3,0.27
275,220,淘宝城C座,74,1,0.3,0.3
398,318,西门町购物天地,74,1,0.3,0.3
472,378,大同世界广场,74,0.9,0.3,0.27
1186,949,金佳活力城,74,0.08,0.3,0.024
1249,999,南华商贸城,74,0.08,0.3,0.024
1270,1016,壹号潮流,74,0.08,0.3,0.024
1119,895,百德商业中心,74,0.08,0.3,0.024
1213,970,MEIFUBAO(大润发店),74,0.08,0.3,0.024
1079,863,奥园广场(福德路店),74,0.25,0.3,0.075
1296,1037,西丽汇广场,74,0.08,0.3,0.024
1249,999,西丽汇商业中心,74,0.08,0.3,0.024
207,166,盛荟,75,1,0.3,0.3
469,375,俊龙商贸,75,0.9,0.3,0.27
457,366,万鼎外贸城,75,0.9,0.3,0.27
381,305,石井国际,75,1,0.3,0.3
697,558,丰兴广场,75,0.55,0.3,0.165
909,727,嘉福商业广场(石沙路),75,0.25,0.3,0.075
967,774,庆丰商业中心,75,0.25,0.3,0.075
815,652,红星商业广场(石沙路),75,0.55,0.3,0.165
904,723,庆丰商业广场,75,0.25,0.3,0.075
1055,844,训榕溪店,75,0.25,0.3,0.075
995,796,石井城市广场,75,0.25,0.3,0.075
1157,926,广大商贸城,75,0.08,0.3,0.024
956,765,LIQUID CARE,75,0.25,0.3,0.075
1272,1018,佳丰购物中心,75,0.08,0.3,0.024
1089,871,万家广场(庆丰牌坊路),75,0.08,0.3,0.024
1278,1022,庆丰财智广场-进口商品直购体验中心,75,0.08,0.3,0.024
567,454,棠潮女人街,76,0.9,0.3,0.27
944,755,旺角商城(棠东丰乐路),76,0.25,0.3,0.075
492,394,乐天棠德广场,76,0.9,0.3,0.27
563,450,Ty专柜(乐天棠德广场),76,0.9,0.3,0.27
791,633,骏唐购物广场,76,0.55,0.3,0.165
600,480,purefire,76,0.9,0.3,0.27
710,568,棠汇广场,76,0.55,0.3,0.165
824,659,棠德南购物广场,76,0.55,0.3,0.165
1223,978,凯得奥特莱斯,76,0.08,0.3,0.024
1291,1033,鼎富时代广场,76,0.08,0.3,0.024
394,315,光塔综合商场,77,1,0.3,0.3
611,489,BORRMAN,77,0.9,0.3,0.27
694,555,羊城商厦车场出口上乐安坊,77,0.55,0.3,0.165
707,566,万菱广场,77,0.55,0.3,0.165
796,637,大南居商场,77,0.55,0.3,0.165
919,735,德宝交易广场,77,0.25,0.3,0.075
933,746,海印缤缤广场,77,0.25,0.3,0.075
902,722,华联时尚裁改(中山五路店),77,0.25,0.3,0.075
853,682,HIGHSUN BINBIN PLAZA,77,0.55,0.3,0.165
1126,901,海然行,77,0.08,0.3,0.024
916,733,光明广场,77,0.25,0.3,0.075
1131,905,泰康仰忠精品批发城,77,0.08,0.3,0.024
1004,803,广州动漫星城广场(中山五路),77,0.25,0.3,0.075
1000,800,luckymi专柜,77,0.25,0.3,0.075
1225,980,润丰商贸城,77,0.08,0.3,0.024
1046,837,广百广场,77,0.25,0.3,0.075
1046,837,骏亿品牌中心,77,0.25,0.3,0.075
1182,946,潮流贸易商场,77,0.08,0.3,0.024
1275,1020,骏田批发广场,77,0.08,0.3,0.024
1151,921,Amall商场,77,0.08,0.3,0.024
1151,921,N23商场,77,0.08,0.3,0.024
1095,876,广百百货(北京路店),77,0.08,0.3,0.024
1157,926,荣戈百货,77,0.08,0.3,0.024
1195,956,ABC-石烧安格斯牛扒(北京路店),77,0.08,0.3,0.024
1233,986,趣优游专柜,77,0.08,0.3,0.024
1231,985,天河城,77,0.08,0.3,0.024
1294,1035,大马站商业中心,77,0.08,0.3,0.024
1247,998,信木岚(粤海仰忠汇店),77,0.08,0.3,0.024
1147,918,源盛商场,77,0.08,0.3,0.024
1279,1023,PLAZA,77,0.08,0.3,0.024
1209,967,天河城百货(北京路店),77,0.08,0.3,0.024
1209,967,名盛广场,77,0.08,0.3,0.024
1264,1011,东城商务,77,0.08,0.3,0.024
956,765,增江商业广场,78,0.25,0.3,0.075
1226,981,天马商贸城,78,0.08,0.3,0.024
153,122,德宝交易广场,79,1,0.3,0.3
230,184,海然行,79,1,0.3,0.3
304,243,万菱广场,79,1,0.3,0.3
325,260,润丰商贸城,79,1,0.3,0.3
545,436,海印缤缤广场,79,0.9,0.3,0.27
651,521,HIGHSUN BINBIN PLAZA,79,0.9,0.3,0.27
674,539,潮流贸易商场,79,0.55,0.3,0.165
708,566,FABLEMODELS,79,0.55,0.3,0.165
731,585,大同坊服装批发城(一德路),79,0.55,0.3,0.165
936,749,泰康仰忠精品批发城,79,0.25,0.3,0.075
1040,832,乐嘉嘉商场,79,0.25,0.3,0.075
998,798,东城商务,79,0.25,0.3,0.075
1000,800,行大时代,79,0.25,0.3,0.075
1114,891,源盛商场,79,0.08,0.3,0.024
1045,836,新中国1诚大,79,0.25,0.3,0.075
1011,809,威柏商场,79,0.25,0.3,0.075
1283,1026,BORRMAN,79,0.08,0.3,0.024
1252,1002,大南居商场,79,0.08,0.3,0.024
1123,898,南方大厦(沿江西路),79,0.08,0.3,0.024
1166,933,兴隆商城,79,0.08,0.3,0.024
1166,933,骏田批发广场,79,0.08,0.3,0.024
312,250,润丰商贸城,80,1,0.3,0.3
250,200,潮流贸易商场,80,1,0.3,0.3
454,363,海然行,80,0.9,0.3,0.27
460,368,大同坊服装批发城(一德路),80,0.9,0.3,0.27
564,451,德宝交易广场,80,0.9,0.3,0.27
727,582,东城商务,80,0.55,0.3,0.165
688,550,源盛商场,80,0.55,0.3,0.165
787,630,万菱广场,80,0.55,0.3,0.165
729,583,行大时代,80,0.55,0.3,0.165
774,619,新中国1诚大,80,0.55,0.3,0.165
868,694,乐嘉嘉商场,80,0.55,0.3,0.165
786,629,BORRMAN,80,0.55,0.3,0.165
1088,870,13 CENTRE(13中心),80,0.08,0.3,0.024
879,703,羊城商厦车场出口上乐安坊,80,0.25,0.3,0.075
1028,822,海印缤缤广场,80,0.25,0.3,0.075
895,716,兴隆商城,80,0.25,0.3,0.075
1004,803,威柏商场,80,0.25,0.3,0.075
1134,907,HIGHSUN BINBIN PLAZA,80,0.08,0.3,0.024
1116,893,南方大厦(沿江西路),80,0.08,0.3,0.024
1227,982,流行潮楼,80,0.08,0.3,0.024
1269,1015,东急新天地购物广场,80,0.08,0.3,0.024
500,400,圣宝龙中心,81,0.9,0.3,0.27
820,656,华苑商业广场,81,0.55,0.3,0.165
1180,944,壹号文化广场,81,0.08,0.3,0.024
1132,906,花地城广场,81,0.08,0.3,0.024
77,62,广百广场,82,1,0.3,0.3
77,62,骏亿品牌中心,82,1,0.3,0.3
130,104,广百百货(北京路店),82,1,0.3,0.3
147,118,光明广场,82,1,0.3,0.3
325,260,大马站商业中心,82,1,0.3,0.3
370,296,PLAZA,82,1,0.3,0.3
514,411,五月花商业广场,82,0.9,0.3,0.27
321,257,N23商场,82,1,0.3,0.3
321,257,Amall商场,82,1,0.3,0.3
554,443,城壹汇,82,0.9,0.3,0.27
517,414,新大新百货(北京路分店),82,0.9,0.3,0.27
332,266,天河城百货(北京路店),82,1,0.3,0.3
332,266,名盛广场,82,1,0.3,0.3
560,448,仙妮蕾德(天河城百货店),82,0.9,0.3,0.27
481,385,广州动漫星城广场(中山五路),82,0.9,0.3,0.27
481,385,luckymi专柜,82,0.9,0.3,0.27
550,440,大南居商场,82,0.9,0.3,0.27
531,425,金佰利广场,82,0.9,0.3,0.27
580,464,荣戈百货,82,0.9,0.3,0.27
