步行最短距离（m）,步行最短时间（s）,公共服务设施名称,ID,距离分类,权重,纠正后权重
87,70,泰成逸园越秀分院,77,1,0.2,0.2
87,70,广东泰成逸园养老院越秀分园,77,1,0.2,0.2
212,170,越秀银幸颐园,77,1,0.2,0.2
212,170,越秀养老,77,1,0.2,0.2
706,565,北京街颐康中心,77,0.55,0.2,0.11
783,626,金桥养老院,77,0.55,0.2,0.11
1078,862,广州市金玉养老院,77,0.25,0.2,0.05
1264,1011,孟常老年公寓,77,0.08,0.2,0.016
1099,879,广州市金玉养老院,77,0.08,0.2,0.016
1245,996,金德安老院,77,0.08,0.2,0.016
1179,943,荔湾侨颐养老院,77,0.08,0.2,0.016
904,723,越秀养老,79,0.25,0.2,0.05
903,722,越秀银幸颐园,79,0.25,0.2,0.05
877,702,海珠区海幢街日间托老服务中心,79,0.25,0.2,0.05
1023,818,广州市金玉养老院,79,0.25,0.2,0.05
1175,940,广州市海珠区康宇养老院,79,0.08,0.2,0.016
1179,943,广东泰成逸园养老院越秀分园,79,0.08,0.2,0.016
1179,943,泰成逸园越秀分院,79,0.08,0.2,0.016
1122,898,广州市金玉养老院,79,0.08,0.2,0.016
1130,904,扬仁东社区星光老年之家,79,0.08,0.2,0.016
1130,904,星光老年之家福利彩票资助扬仁东社区,79,0.08,0.2,0.016
526,421,广州市金玉养老院,80,0.9,0.2,0.18
634,507,广州市金玉养老院,80,0.9,0.2,0.18
858,686,星光老年之家福利彩票资助扬仁东社区,80,0.55,0.2,0.11
1047,838,广东泰成逸园养老院越秀分园,80,0.25,0.2,0.05
1051,841,孟常老年公寓,80,0.25,0.2,0.05
1173,938,金桥养老院,80,0.08,0.2,0.016
858,686,扬仁东社区星光老年之家,80,0.55,0.2,0.11
787,630,越秀银幸颐园,80,0.55,0.2,0.11
784,627,越秀养老,80,0.55,0.2,0.11
1047,838,泰成逸园越秀分院,80,0.25,0.2,0.05
489,391,冲口街居家养老服务中心,81,0.9,0.2,0.18
707,566,敬老院停车场,81,0.55,0.2,0.11
707,566,安宁敬老院,81,0.55,0.2,0.11
405,324,北京街颐康中心,82,1,0.2,0.2
1021,817,泰成逸园越秀分院,82,0.25,0.2,0.05
1021,817,广东泰成逸园养老院越秀分园,82,0.25,0.2,0.05
1135,908,越秀养老,82,0.08,0.2,0.016
1134,907,越秀银幸颐园,82,0.08,0.2,0.016
1036,829,广州市昊琛养老院,82,0.25,0.2,0.05
1230,984,荷芙蔓芳疗SPA养生殿,82,0.08,0.2,0.016
556,445,天庆里10号楼,83,0.9,0.2,0.18
791,633,金禧养老院(东北门),83,0.55,0.2,0.11
798,638,金禧养老院,83,0.55,0.2,0.11
645,516,广州市海珠区康宇养老院,83,0.9,0.2,0.18
764,611,慈爱养老院(东北门),83,0.55,0.2,0.11
778,622,慈爱养老院(洲咀大街),83,0.55,0.2,0.11
1026,821,广州市孝思养老院(西南门),83,0.25,0.2,0.05
1032,826,孝思养老院,83,0.25,0.2,0.05
1201,961,广州市海珠区祥生康健安养院,83,0.08,0.2,0.016
333,266,康瑞天成理疗康复体验中心,85,1,0.2,0.2
285,228,悦康儿童康复训练中心,86,1,0.2,0.2
943,754,棠景街治安联防大队棠下中队,86,0.25,0.2,0.05
1163,930,星乐童工作室,86,0.08,0.2,0.016
1208,966,运动损伤康复中心,86,0.08,0.2,0.016
1077,862,毅兴商业城,87,0.25,0.2,0.05
1139,911,益足健专业修脚(同和店),87,0.08,0.2,0.016
820,656,广州市康泰养老院,87,0.55,0.2,0.11
1076,861,天河区岑村养老院住院部,89,0.25,0.2,0.05
176,141,东涌鱼窝头敬老院,91,1,0.2,0.2
203,162,鱼窝头镇敬老院,91,1,0.2,0.2
25,20,同德街社区居家养老服务部,92,1,0.2,0.2
873,698,康桦老年公寓停车场,92,0.25,0.2,0.05
938,750,广州康桦长乐老年公寓(东北门),92,0.25,0.2,0.05
930,744,长乐便利店,92,0.25,0.2,0.05
930,744,广州康桦长乐老年公寓,92,0.25,0.2,0.05
914,731,闻千岁养老院,92,0.25,0.2,0.05
948,758,良典养老院(西门),92,0.25,0.2,0.05
915,732,中国银行&良典养老院停车场,92,0.25,0.2,0.05
1015,812,迁逗老人公寓,92,0.25,0.2,0.05
1121,897,合德苑,92,0.08,0.2,0.016
1118,894,良典养老院,92,0.08,0.2,0.016
972,778,恒德苑,92,0.25,0.2,0.05
1030,824,丽挺悠悠鲜花坊,92,0.25,0.2,0.05
1006,805,中国银行&良典养老院停车场(入口),92,0.25,0.2,0.05
1220,976,黄花爱心颐养院,93,0.08,0.2,0.016
1193,954,晓武太极拳鼻炎康复中心,93,0.08,0.2,0.016
802,642,广州市老干部休养所,95,0.55,0.2,0.11
1040,832,筋膜博士康复治疗中心(越秀店),95,0.25,0.2,0.05
1299,1039,越秀北社区星光老年之家,95,0.08,0.2,0.016
1000,800,长乐便利店,96,0.25,0.2,0.05
1004,803,广州康桦长乐老年公寓,96,0.25,0.2,0.05
1018,814,广州康桦长乐老年公寓(东北门),96,0.25,0.2,0.05
1025,820,康桦老年公寓停车场,96,0.25,0.2,0.05
330,264,金禧养老院(东北门),99,1,0.2,0.2
307,246,金禧养老院,99,1,0.2,0.2
187,150,广州市孝思养老院(西南门),99,1,0.2,0.2
193,154,孝思养老院,99,1,0.2,0.2
318,254,天庆里10号楼,99,1,0.2,0.2
1083,866,广州市海珠区祥生康健安养院,99,0.25,0.2,0.05
945,756,蔡李佛肩颈腰康复中心,100,0.25,0.2,0.05
719,575,产后康复中心,102,0.55,0.2,0.11
54,43,海中消防,103,1,0.2,0.2
125,100,海中敬老院,103,1,0.2,0.2
142,114,海中敬老院(东南门),103,1,0.2,0.2
791,633,雪娟园艺,103,0.55,0.2,0.11
821,657,湘韵景艺(花博大道店),103,0.55,0.2,0.11
839,671,游翔园艺,103,0.55,0.2,0.11
916,733,缤纷园林(花博大道),103,0.25,0.2,0.05
876,701,灵波苗木场,103,0.25,0.2,0.05
917,734,父子企业园艺,103,0.25,0.2,0.05
887,710,路路顺园林,103,0.25,0.2,0.05
1180,944,广州市颐和养老院(西南门),103,0.08,0.2,0.016
1180,944,颐和养老院(花博大道),103,0.08,0.2,0.016
610,488,越秀银幸颐园(晓园北)养护院,105,0.9,0.2,0.18
831,665,广州泰宁养老院停车场,105,0.55,0.2,0.11
831,665,广州泰宁养老院(北门),105,0.55,0.2,0.11
837,670,广州泰宁养老院,105,0.55,0.2,0.11
825,660,慈心养老院,105,0.55,0.2,0.11
1258,1006,广州江南颐养苑,105,0.08,0.2,0.016
1224,979,梅花村街共和颐老院,107,0.08,0.2,0.016
907,726,越秀区添寿老人院,107,0.25,0.2,0.05
1305,1044,万顷沙镇敬老院,108,0.25,0.2,0.05
757,606,第五休养所,110,0.55,0.2,0.11
952,762,特别特(洛阳宜阳县),110,0.25,0.2,0.05
838,670,理春堂疼痛理疗服务中心,111,0.55,0.2,0.11
661,529,颐年护理院,111,0.55,0.2,0.11
702,562,广州市天河区颐年养老院,111,0.55,0.2,0.11
307,246,天河区爱尔海得视眼科诊所,116,1,0.2,0.2
907,726,广州市残疾人康复中心,116,0.25,0.2,0.05
1241,993,中二开发区,117,0.08,0.2,0.016
526,421,永泰社区星光老年之家,120,0.9,0.2,0.18
421,337,国投健康·嘉栖长者公寓,120,1,0.2,0.2
42,34,海中消防,121,1,0.2,0.2
113,90,海中敬老院,121,1,0.2,0.2
130,104,海中敬老院(东南门),121,1,0.2,0.2
832,666,雪娟园艺,121,0.55,0.2,0.11
862,690,湘韵景艺(花博大道店),121,0.55,0.2,0.11
880,704,游翔园艺,121,0.25,0.2,0.05
957,766,缤纷园林(花博大道),121,0.25,0.2,0.05
917,734,灵波苗木场,121,0.25,0.2,0.05
958,766,父子企业园艺,121,0.25,0.2,0.05
928,742,路路顺园林,121,0.25,0.2,0.05
1221,977,广州市颐和养老院(西南门),121,0.08,0.2,0.016
1221,977,颐和养老院(花博大道),121,0.08,0.2,0.016
459,367,艾仕瞳近视矫正中心,123,0.9,0.2,0.18
1117,894,广州新海颐养苑,123,0.08,0.2,0.016
1057,846,广州市重康义肢矫形康复中心,123,0.25,0.2,0.05
1234,987,目中明视力养护体验店,123,0.08,0.2,0.016
1053,842,雅宝宝百货,126,0.25,0.2,0.05
1073,858,番禺区沙头街敬老院,126,0.25,0.2,0.05
1074,859,番禺区沙头街敬老院(西南门),126,0.25,0.2,0.05
1079,863,传统云吞面,126,0.25,0.2,0.05
1100,880,番禺学车咨询点,126,0.08,0.2,0.016
1274,1019,广旭数控,126,0.08,0.2,0.016
44,35,星光老年之家,129,1,0.2,0.2
1077,862,鹿鸣山庄(鹿步大街店),129,0.25,0.2,0.05
541,433,广州市花都区新雅街敬老院,130,0.9,0.2,0.18
549,439,广州市花都区雅瑶敬老院,130,0.9,0.2,0.18
499,399,新村文化敬老中心,130,0.9,0.2,0.18
1020,816,广州市花都区雅瑶敬老院,131,0.25,0.2,0.05
1028,822,广州市花都区新雅街敬老院,131,0.25,0.2,0.05
1254,1003,新村文化敬老中心,131,0.08,0.2,0.016
1292,1034,新雅街岑境村老人活动站,132,0.08,0.2,0.016
982,786,新雅街岑境村老人活动站,134,0.25,0.2,0.05
1230,984,广州市花都区雅瑶敬老院,137,0.08,0.2,0.016
1222,978,广州市花都区新雅街敬老院,137,0.08,0.2,0.016
1179,943,新村文化敬老中心,137,0.08,0.2,0.016
575,460,越秀银幸颐园(晓园北)养护院,138,0.9,0.2,0.18
880,704,广州泰宁养老院停车场,138,0.25,0.2,0.05
880,704,广州泰宁养老院(北门),138,0.25,0.2,0.05
876,701,广州泰宁养老院,138,0.25,0.2,0.05
487,390,广州市花都区新雅街敬老院,139,0.9,0.2,0.18
479,383,广州市花都区雅瑶敬老院,139,0.9,0.2,0.18
439,351,新村文化敬老中心,139,0.9,0.2,0.18
414,331,琶洲街日间托老所,141,1,0.2,0.2
465,372,和熹会(保利天悦),141,0.9,0.2,0.18
1111,889,广州新海颐养苑,142,0.08,0.2,0.016
855,684,广州第二十五离职干部休养所,144,0.55,0.2,0.11
1205,964,海南省广州老干部休养所,144,0.08,0.2,0.016
1010,808,广州泰宁养老院,145,0.25,0.2,0.05
1014,811,广州泰宁养老院(北门),145,0.25,0.2,0.05
1014,811,广州泰宁养老院停车场,145,0.25,0.2,0.05
1181,945,广州安耆创坤养老院,145,0.08,0.2,0.016
999,799,千龄颈肩腰腿痛康复,146,0.25,0.2,0.05
595,476,广州市花都区新雅街敬老院,147,0.9,0.2,0.18
587,470,广州市花都区雅瑶敬老院,147,0.9,0.2,0.18
392,314,新村文化敬老中心,147,1,0.2,0.2
1285,1028,新雅街岑境村老人活动站,148,0.08,0.2,0.016
1096,877,广州市花都区雅瑶敬老院,149,0.08,0.2,0.016
1104,883,广州市花都区新雅街敬老院,149,0.08,0.2,0.016
1281,1025,新村文化敬老中心,149,0.08,0.2,0.016
335,268,新村敬老院,150,1,0.2,0.2
1231,985,广州市花都区雅瑶敬老院,151,0.08,0.2,0.016
1223,978,广州市花都区新雅街敬老院,151,0.08,0.2,0.016
1180,944,新村文化敬老中心,151,0.08,0.2,0.016
368,294,新雅街岑境村老人活动站,152,1,0.2,0.2
1025,820,番禺钟村敬老院,154,0.25,0.2,0.05
949,759,中二开发区,154,0.25,0.2,0.05
1025,820,番禺钟村敬老院(西南门),154,0.25,0.2,0.05
651,521,椿萱茂(广州兴业)老年公寓,155,0.9,0.2,0.18
698,558,椿萱茂老年公寓(东南门),155,0.55,0.2,0.11
1173,938,星光老年之家,156,0.08,0.2,0.016
480,384,南村镇敬老院,157,0.9,0.2,0.18
213,170,南村镇敬老院(西南门),157,1,0.2,0.2
634,507,伶玲美疗养生馆,157,0.9,0.2,0.18
845,676,百悦百泰城市颐养中心,158,0.55,0.2,0.11
1170,936,骄傲名甸,158,0.08,0.2,0.016
1116,893,大石镇敬老院(西北门),158,0.08,0.2,0.016
1126,901,大石敬老院工会委员会,158,0.08,0.2,0.016
1188,950,大石敬老院,158,0.08,0.2,0.016
1257,1006,大石街日间托老服务中心,158,0.08,0.2,0.016
236,189,怡乐养老院,160,1,0.2,0.2
1152,922,星光老年之家,162,0.08,0.2,0.016
952,762,广州市善心养老院有限公司,163,0.25,0.2,0.05
935,748,谷丰健康(花都)老年公寓,163,0.25,0.2,0.05
1080,864,小布村五保老人公寓,163,0.25,0.2,0.05
368,294,天河区岑村养老院住院部,166,1,0.2,0.2
35,28,大凼村幸福院,167,1,0.2,0.2
761,609,广九社区星光老年之家,169,0.55,0.2,0.11
752,602,荷芙蔓芳疗SPA养生殿,169,0.55,0.2,0.11
1256,1005,爱尔海得视近视矫正中心(越秀中心店),169,0.08,0.2,0.016
1253,1002,美好家园孝慈轩(广州东湖西),169,0.08,0.2,0.016
1245,996,广州市昊琛养老院,169,0.08,0.2,0.016
1195,956,目明尔来视力矫正康复中心(农讲所店),169,0.08,0.2,0.016
580,464,敬老院,171,0.9,0.2,0.18
